,n,ComputationalGrid.DX,ComputationalGrid.DY,Geom.domain.ICPressure.Value,Patch.x-lower.BCPressure.alltime.Value,Patch.x-upper.BCPressure.alltime.Value,Patch.y-lower.BCPressure.alltime.Value,Patch.y-upper.BCPressure.alltime.Value,ComputationalGrid.NZ,Patch.z-upper.BCPressure.rain.Value,Contaminants.Names,Wells.Names,ComputationalGrid.DZ,Geom.domain.Upper.X,Geom.domain.Upper.Y,Mal_Qo,Mal_Qf,Mal_a,Bous_Qo,Bous_Qf,Bous_a,Cou_Qo,Cou_Qf,Cou_a,Cou_b,Mal_MSE,Mal_RMSE,Mal_Rsq,Bous_MSE,Bous_RMSE,Bous_Rsq,Cou_MSE,Cou_RMSE,Cou_Rsq
18,12,1,1,2.5,2.5,2.5,2.5,2.5,10,-0.3849876,,,1.0,1,1.0,2.46798727803358,2.4624172239893687,3.8831511257924376,2.4679872943300887,2.462416770632868,6.332982268981778,2.464182687527618,2.462395476407768,0.2254973653260994,0.97450903930362,3.117180570460009e-19,5.583171652797368e-10,0.9999999999984932,7.827839728828184e-12,2.7978276803313285e-06,0.9999621580752812,1.2409403546241553e-07,0.00035226983331306634,0.4005326309528468
19,1653,10,10,10.0,10.0,10.0,10.0,10.0,1000,-0.39974109999999996,,,0.01,10,10.0,2.50489925144158,2.504898283453399,2.923638821288715,2.504899251487706,2.504898283232679,3.5524417876822247,2.504898406963305,2.504898283575521,0.07449023962259507,1.0000476952242412,2.0460305566882363e-20,1.430395244919472e-10,0.9999967314217068,1.356104594565903e-18,1.1645190400186265e-09,0.999783362009098,5.357191758949827e-15,7.319283953331657e-08,0.14785908754655175
20,5529,1,1,2.5,2.5,2.5,2.5,2.5,1000,-0.373125,,,0.01,1,1.0,2.4668576817718417,2.462316505247519,3.8571509701449234,2.4668576959976787,2.4623161254573147,6.2397760627751815,2.4637680955704933,2.4622991337007174,0.23099120137400905,0.9751347712214457,2.6386666811960654e-18,1.6243973286102346e-09,0.9999999999808092,5.4915107665167886e-12,2.343397270314359e-06,0.9999600608632212,8.165646842963494e-08,0.0002857559595697611,0.4065808595607855
21,3223,1000,1000,10.0,10.0,10.0,10.0,10.0,100,-0.029587799999999997,,,0.1,1000,1000.0,2.504860335332026,2.5048510318919313,0.7209037991530121,2.504860421428229,2.5048510009980376,0.5410837023865921,2.504855918605998,2.50485100036774,0.22413169628610072,0.9791719829470746,4.3322452273489866e-15,6.581979358330582e-08,0.9942267166687159,1.328836975644065e-14,1.1527519141793108e-07,0.9822915094682144,1.659107381350846e-13,4.073214187040556e-07,0.7796656215586251
22,7913,1000,1000,0.0,0.0,0.0,0.0,0.0,10,-0.3055136,,,1.0,1000,1000.0,2.504737783342104,2.475780487122968,0.0014214217220644418,2.5047376109990904,2.462394623432544,0.00048629548828083865,11.032492495066625,10.68390881489814,31.903406367237373,0.616072618176849,3.563993494485504e-09,5.9699191740638367e-05,0.998602793553227,3.5800720100482388e-09,5.98337029611927e-05,0.9985964902292636,-2.760022379372749e-10,-4.70492167036103e-10,-2.0450741876321642e-08
23,7545,1,1,0.0,0.0,0.0,0.0,0.0,100,-0.09393969999999999,,,0.1,1,1.0,2.429780751386666,2.4274218953165856,3.5238388530784284,2.429780769152172,2.427421615144882,5.14461448404272,2.4281192113767838,2.4274142701102326,0.2484769629715676,0.9769907424913398,2.629038627482894e-18,1.6214310430859815e-09,0.9999999999291556,2.9257400857605168e-12,1.710479490014574e-06,0.999921160425694,2.2028195377586628e-08,0.0001484189859067452,0.4072862463306519
24,3929,100,100,2.5,2.5,2.5,2.5,2.5,10,-0.23571,,,1.0,100,100.0,2.5025948227683283,2.4639578927123718,0.035389190351175576,2.504851588874144,2.4609382558546367,0.021905487939226947,2.5053333612745505,2.4596669498108152,0.3596313790233239,1.6679228443765914,4.4366567596403417e-07,0.0006660823342230555,0.995178179486992,4.2938486150783266e-08,0.00020721603738799575,0.9995333385372456,2.9621362681700868e-08,0.0001721085781758157,0.9996780708945054
25,2566,1,1,0.0,0.0,0.0,0.0,0.0,1000,-0.2531831,,,0.01,1,1.0,2.432265770517097,2.4274212207431125,3.5286825295347923,2.432265806533775,2.427420648215218,5.159155990446597,2.428971731294125,2.4274026864588207,0.23035798736839966,0.9750440052697678,3.965051594871803e-18,1.9912437306547392e-09,0.9999999999746688,1.2211914007982902e-11,3.4945549084229463e-06,0.9999219826738852,9.241209319703048e-08,0.00030399357426931,0.4100826598578196
26,6695,1,1,0.0,0.0,0.0,0.0,0.0,10,-0.1770092,,,1.0,1,1.0,2.431725434069564,2.427479801664989,3.5465203862861836,2.431725464181504,2.427479309242249,5.213314557846171,2.4288455857302456,2.427463700652708,0.23376032438046954,0.975424106415774,6.392208749994656e-19,7.995128985822967e-10,0.9999999999946828,9.040157705557782e-12,3.0066855016043468e-06,0.9999248004429432,7.057766582550815e-08,0.0002656645739000745,0.413394738095556
27,6906,10,10,2.5,2.5,2.5,2.5,2.5,10,-0.17043599999999998,,,1.0,10,10.0,2.499021858188529,2.4624225260342363,0.7873646538804041,2.49954282550968,2.4623219800150813,0.6140769899113122,2.478004777344517,2.462181579780576,0.14994115858862064,0.9615752596256184,2.0324463161353023e-09,4.508266092562973e-05,0.9998174965635088,9.425150702204496e-08,0.0003070040830706408,0.9915366896584412,4.270216866236878e-06,0.0020664503057748274,0.6168320008592417
28,3626,100,100,10.0,10.0,10.0,10.0,10.0,100,-0.46594880000000005,,,0.1,100,100.0,2.5048640308392147,2.5048522805744367,1.910846928247098,2.5048640385650685,2.504852272207285,1.7782249760118498,2.504857003477485,2.5048522544182443,0.3757126231907679,0.9868684527119224,8.154811240642316e-17,9.03039934922167e-09,0.9999131440819792,1.1217072001528735e-15,3.3491897529893307e-08,0.998805283093722,3.7522227895404307e-13,6.125538988154782e-07,0.6013344736192088
29,5779,10,10,7.5,7.5,7.5,7.5,7.5,10,-0.2977618,,,1.0,10,10.0,2.5032457778859403,2.4998048921591627,1.4739860420642603,2.5032502392971097,2.4998011666260984,1.273900057411335,2.501007165637799,2.499794625157628,0.26940475204752984,0.9783283963543724,3.2635230300085684e-11,5.7127252953459676e-06,0.9996067787792134,5.26141590182202e-10,2.2937776487318953e-05,0.993660530767038,3.821362504345797e-08,0.0001954830556428305,0.5408624997091829
30,4287,10,10,5.0,5.0,5.0,5.0,5.0,10,-0.1686685,,,1.0,10,10.0,2.5017536461738485,2.4862217225811247,1.088449322141228,2.5018400193173487,2.486193783245504,0.8763273652964212,2.49248978782475,2.4861644034884023,0.2408907453045286,0.9752554520222908,9.838970502980984e-13,9.919158483954666e-07,0.9999994538260796,1.2986542850445398e-08,0.00011395851372515085,0.9927910028604804,6.87123902299456e-07,0.0008289293711164153,0.6194822884957725
31,5324,1,1,10.0,10.0,10.0,10.0,10.0,10,-0.1129277,,,1.0,1,1.0,2.5048455625381822,2.5048455562377883,0.05023563875566478,2.5048455621565404,2.504845555976747,0.03662439559647684,2.5048455635450773,2.5048455566500354,0.045131098318575584,1.001705616311146,1.2803035173304364e-17,3.5781329172215447e-09,0.05024190676188822,1.2557347981007996e-17,3.5436348543561875e-09,0.0650982170141654,1.3592762907515727e-17,3.6868364362303534e-09,0.028954064840402194
32,5593,10,10,7.5,7.5,7.5,7.5,7.5,100,-0.12401110000000001,,,0.1,10,10.0,2.503306201547228,2.499721221966661,1.6754973300227112,2.503309572385328,2.499718105145426,1.5037490858396163,2.500792600201596,2.49971162013377,0.2616862511318561,0.977819953689436,4.808044320920901e-12,2.192725318164795e-06,0.9999456823099944,3.112806571631434e-10,1.764314759795268e-05,0.996483383864202,4.639875812247094e-08,0.00021540370963024508,0.4774709916497918
33,3003,1,1,5.0,5.0,5.0,5.0,5.0,100,-0.3827998,,,0.1,1,1.0,2.4896253992342947,2.486164181862124,0.6851467980028084,2.489541703614905,2.486151773478932,0.4859253085370814,2.4885965925638573,2.4861572323336887,0.366938691179984,0.9834496863306936,1.913919697097951e-08,0.00013834448659407974,0.8457008292085755,2.5394388682674585e-08,0.00015935616926455838,0.7952718119556879,2.975099439785155e-08,0.00017248476569787708,0.7603779411872298
